Attrition_Flag,Customer_Age,Dependent_count,Months_Inactive_12_mon,Total_Trans_Amt,Education_Level
0,48,4,2,4313,Unknown
0,55,2,5,4802,Graduate
0,45,3,1,4677,Unknown
1,42,2,2,1904,Uneducated
0,63,2,2,1210,Graduate
1,58,1,1,2347,Post-Graduate
1,31,1,1,2428,Unknown
0,45,4,3,1208,High School
0,41,2,2,2274,Graduate
1,38,2,3,1959,Unknown
1,50,0,3,2229,Graduate
0,56,2,1,13633,College
0,44,5,3,3866,Graduate
0,34,2,3,1899,Graduate
0,47,4,2,4503,College
0,55,2,3,3851,Unknown
0,49,2,3,3400,High School
1,50,2,2,2281,Post-Graduate
0,44,4,1,8268,Unknown
0,51,2,2,3736,Uneducated
0,45,4,1,17634,High School
0,51,3,4,4339,Graduate
0,40,5,2,8669,Graduate
0,42,1,4,4659,College
0,43,4,4,3923,Graduate
0,50,2,3,4233,High School
0,52,1,3,1737,Graduate
0,35,0,1,1695,Unknown
1,55,3,3,1187,Uneducated
0,54,0,1,4077,Doctorate
0,33,0,1,5055,High School
1,43,3,3,647,Doctorate
1,48,4,2,2520,High School
0,41,3,3,4282,Graduate
0,54,2,3,4175,High School
0,47,3,3,1594,High School
0,54,3,1,15034,Graduate
0,46,3,3,4828,High School
0,56,1,2,1748,Uneducated
0,65,0,1,2688,Uneducated
0,38,2,2,4350,High School
0,50,1,4,3057,Doctorate
1,39,4,3,8248,Unknown
0,53,2,3,3971,High School
0,26,0,1,2005,Graduate
0,40,4,3,3063,High School
0,40,3,1,4614,Doctorate
0,39,2,1,1980,Unknown
0,57,2,2,15505,Doctorate
0,50,3,3,3687,Graduate
1,49,2,1,1096,Graduate
1,59,2,2,2658,High School
0,40,3,2,4231,Graduate
0,42,4,2,4396,Graduate
0,43,2,1,1273,College
0,50,3,2,4483,Uneducated
1,40,4,2,2493,Graduate
0,37,3,3,4045,Uneducated
0,48,3,2,1784,Graduate
0,46,4,2,4439,Graduate
0,36,0,1,1501,Graduate
0,43,3,2,1780,College
0,55,1,3,4729,College
0,37,4,2,4815,High School
0,57,2,3,1964,College
0,40,2,2,2258,Graduate
1,44,3,3,1913,Uneducated
0,48,3,2,1568,High School
0,46,0,1,3630,Graduate
0,40,2,2,4449,Graduate
0,32,0,1,1598,Graduate
0,35,1,3,3995,High School
1,54,1,2,2925,Graduate
1,49,4,4,1874,Graduate
0,38,1,3,1999,Graduate
0,43,4,3,3337,Unknown
0,56,1,1,4610,Graduate
0,46,2,2,4327,Graduate
0,42,3,3,3740,Graduate
0,63,0,1,3242,College
0,50,1,5,4498,Graduate
0,51,3,3,8914,Graduate
1,41,3,3,1591,Uneducated
0,40,1,3,4159,Unknown
0,48,4,4,2997,Graduate
0,55,2,5,1647,Uneducated
0,45,2,2,4891,High School
1,42,4,3,2056,Graduate
0,47,3,3,4079,Unknown
0,57,2,3,4439,High School
0,60,1,3,4095,Unknown
0,64,1,1,3838,Graduate
0,54,2,3,7735,College
1,39,4,2,1974,Graduate
0,45,4,3,4512,Unknown
0,51,4,1,1330,Unknown
0,46,2,1,4068,Unknown
1,46,2,3,2577,Unknown
0,52,3,1,3769,College
1,36,1,1,2467,Unknown
0,55,0,3,1390,Graduate
1,34,2,3,2325,College
0,43,4,3,4508,High School
0,46,2,3,1390,High School
1,62,1,1,1315,High School
0,33,3,4,2256,College
0,45,1,3,4851,Unknown
0,56,2,3,4435,Uneducated
0,62,2,3,7728,Graduate
0,36,1,2,2021,Unknown
1,49,1,3,1224,Uneducated
1,37,2,3,2196,Graduate
0,42,2,3,3826,Graduate
0,43,3,3,4277,Uneducated
1,56,2,2,2141,Uneducated
0,29,0,3,2460,College
0,37,4,1,3045,Post-Graduate
0,42,0,1,8020,Unknown
0,29,0,3,2435,Unknown
0,28,0,3,3366,High School
0,51,2,1,4441,Unknown
0,53,4,2,4060,Post-Graduate
0,49,2,3,3371,Uneducated
0,39,2,2,2760,Graduate
0,56,1,3,3877,Graduate
0,49,3,1,7404,Unknown
1,47,5,3,2235,High School
0,52,1,1,3000,High School
0,52,0,3,3310,Graduate
1,57,2,2,2836,Unknown
0,41,3,3,4147,Graduate
0,53,2,3,1736,Uneducated
0,45,4,1,4355,Unknown
0,44,2,3,3361,Graduate
0,33,2,1,1896,Uneducated
0,39,2,1,4130,Uneducated
0,56,5,2,4949,Graduate
0,47,4,1,4060,College
0,37,1,1,14127,Uneducated
1,43,3,3,1915,Uneducated
0,47,4,3,2311,Unknown
0,51,1,2,1381,Unknown
0,43,2,3,4471,High School
0,54,2,1,13756,College
0,47,3,3,3902,High School
0,65,0,3,1203,Graduate
0,50,3,3,8027,Uneducated
0,55,1,4,12192,High School
0,50,3,2,3206,Graduate
0,37,2,5,4126,Unknown
0,56,1,1,3651,High School
0,35,3,1,4105,Graduate
1,30,0,3,9619,Graduate
0,47,3,3,3610,Uneducated
1,45,5,3,8392,High School
1,43,4,5,647,Post-Graduate
1,48,4,3,4921,Post-Graduate
1,36,4,2,856,Graduate
0,50,5,3,3928,Uneducated
0,38,2,2,4064,Unknown
0,45,3,3,1792,Post-Graduate
0,53,1,2,4801,Uneducated
1,54,2,3,2643,College
0,31,1,3,15028,Unknown
1,59,1,3,2720,Graduate
0,56,3,5,4606,Graduate
0,45,2,2,4034,Graduate
0,59,1,1,14873,Unknown
0,56,2,2,3870,Graduate
0,46,4,2,1790,Uneducated
0,61,0,2,4802,Graduate
0,48,3,3,1426,College
0,56,3,3,1484,Graduate
0,51,1,3,3291,High School
0,31,0,2,2801,High School
0,44,5,5,1302,Graduate
0,41,2,3,15824,Graduate
0,37,3,2,5110,High School
0,53,2,2,4256,Graduate
1,46,3,2,1935,Graduate
0,29,2,3,4814,Unknown
0,42,1,1,13588,Graduate
0,54,3,3,1604,Unknown
1,47,2,3,2104,Graduate
0,50,1,1,1142,Graduate
0,62,0,2,4655,Graduate
0,55,0,2,8285,Graduate
0,49,1,1,4349,Graduate
0,57,3,3,4750,High School
0,39,2,2,2118,High School
0,28,0,3,2560,Unknown
0,43,4,1,5400,Uneducated
1,46,3,2,1757,Graduate
1,53,4,5,2585,Graduate
0,56,2,3,1706,High School
0,49,1,1,13092,Graduate
0,46,3,3,1415,Graduate
0,45,2,2,4837,Unknown
0,55,2,2,4569,High School
0,51,3,2,7345,Unknown
0,33,1,1,4355,High School
0,50,4,2,7042,Doctorate
0,41,4,2,4293,High School
0,47,3,3,9331,Graduate
0,54,1,1,7850,Graduate
0,44,4,3,4180,Uneducated
0,31,0,3,2807,Graduate
0,51,1,3,7686,College
0,26,0,3,4080,Unknown
0,50,2,1,1504,High School
0,47,1,3,3344,Uneducated
1,53,4,2,2141,Graduate
1,45,2,2,1724,Graduate
0,46,3,1,4382,Uneducated
1,27,0,1,1903,Unknown
0,46,5,5,4634,Graduate
0,47,2,2,4772,Graduate
0,35,2,1,4434,Graduate
0,45,4,5,4202,Graduate
1,40,2,2,2659,Doctorate
1,48,3,2,2635,High School
1,52,3,3,2599,High School
0,48,2,3,14618,Graduate
0,57,2,2,7544,Graduate
0,45,3,1,4480,High School
0,51,1,3,4242,High School
0,49,2,3,2043,Unknown
0,61,1,2,1336,High School
0,43,4,2,3889,Graduate
0,50,1,2,7333,Unknown
0,45,4,2,4136,High School
0,51,3,2,1609,Unknown
0,44,4,1,8199,Uneducated
1,39,1,3,847,Uneducated
1,56,3,1,903,Graduate
1,45,3,2,1731,High School
0,52,2,2,4897,High School
0,48,5,4,3481,Unknown
1,51,1,3,2760,High School
0,61,0,3,13722,Graduate
0,43,2,3,4571,Uneducated
0,44,3,2,2291,High School
0,59,1,3,1860,Uneducated
0,43,4,1,3512,Uneducated
0,40,3,2,6453,Post-Graduate
0,31,1,3,2566,Post-Graduate
0,60,1,3,4226,Unknown
1,56,3,3,2424,High School
0,51,2,3,3278,Graduate
1,44,4,3,2393,Doctorate
0,46,3,2,7205,High School
0,35,3,2,1895,High School
0,51,2,2,13139,Unknown
0,57,3,2,1387,High School
0,63,0,2,3383,Unknown
1,42,3,2,2191,Unknown
0,47,4,5,18484,Unknown
0,59,0,2,3882,Graduate
1,40,3,2,2395,High School
0,45,4,2,5458,Graduate
0,51,4,1,4097,Doctorate
0,38,2,3,5015,Uneducated
0,47,4,1,5441,Uneducated
0,46,4,1,4374,High School
0,44,5,2,4556,Unknown
0,47,2,5,14751,High School
1,42,3,3,1693,Doctorate
0,32,2,3,2905,High School
0,53,2,3,1816,Unknown
0,49,5,2,4575,College
0,54,3,3,1266,High School
0,44,4,3,14304,Unknown
0,53,2,1,4978,High School
1,44,3,3,2506,Graduate
0,43,2,3,4685,Graduate
0,28,1,1,3864,Graduate
1,45,3,5,2526,Graduate
0,48,3,1,13819,Uneducated
0,38,3,2,15240,College
0,39,2,2,2742,Doctorate
0,46,3,2,3068,Graduate
0,52,3,4,4461,Unknown
0,29,1,1,4761,Uneducated
0,49,4,3,3501,Uneducated
0,41,2,3,3636,Uneducated
0,32,0,2,2467,Graduate
0,53,3,2,2248,College
1,44,3,2,2048,Graduate
0,43,2,3,4457,Uneducated
0,37,3,2,8920,Graduate
0,48,2,5,3899,Graduate
0,57,2,3,4303,Graduate
0,46,4,3,1638,Uneducated
0,46,3,3,4111,Graduate
0,51,2,2,4660,Unknown
0,50,1,1,5532,Graduate
0,39,2,2,1765,Unknown
0,41,3,3,4422,Doctorate
0,40,3,3,3391,College
0,56,2,1,2311,Graduate
1,54,4,2,1711,Graduate
0,32,0,1,1939,High School
0,40,3,2,14213,Unknown
0,60,2,3,3837,College
0,48,3,2,3489,Graduate
0,54,3,2,1401,Unknown
0,53,3,2,1397,High School
0,53,2,4,1413,College
0,54,3,3,1873,Doctorate
0,37,2,2,5259,High School
0,49,2,1,4089,Unknown
0,50,2,2,1474,High School
0,41,1,2,4868,Uneducated
0,44,2,1,4333,Graduate
0,50,2,3,1193,Uneducated
0,43,3,2,15367,High School
0,39,1,1,2995,Uneducated
1,40,1,3,1698,Post-Graduate
0,33,3,1,3133,High School
1,41,4,3,3526,Graduate
1,41,3,3,1874,Unknown
0,48,4,3,3982,High School
0,30,1,5,4189,Uneducated
0,38,1,3,4488,High School
1,47,3,3,4729,Graduate
0,43,5,2,4459,Graduate
1,43,2,3,2112,Graduate
0,47,1,3,1409,Graduate
0,36,1,2,14732,Graduate
0,35,3,2,4487,Uneducated
0,53,1,2,1188,Graduate
1,55,1,2,2574,Uneducated
0,48,2,2,3093,Unknown
1,49,3,3,4777,High School
0,52,1,2,4436,Uneducated
0,43,4,1,4778,Graduate
0,41,1,3,4002,Doctorate
0,39,1,6,3847,Graduate
0,37,1,1,2849,Graduate
0,33,2,3,1914,Graduate
0,52,3,3,1220,Graduate
0,53,3,2,4220,Graduate
0,44,4,2,3650,Graduate
0,33,3,1,2849,Graduate
1,56,3,3,767,Unknown
1,50,3,3,1704,College
0,50,0,2,1546,Doctorate
0,47,4,1,5216,Uneducated
1,49,5,4,2306,Graduate
0,32,0,1,13400,Graduate
0,41,4,2,2155,Graduate
0,50,4,1,4265,High School
0,40,4,2,4252,Graduate
0,35,3,1,13908,Graduate
1,39,0,0,2458,Unknown
0,60,0,2,1969,Uneducated
1,51,3,4,8219,High School
0,43,1,1,3320,Graduate
0,48,1,2,1371,Uneducated
1,47,4,4,2133,Graduate
0,45,3,1,1732,High School
0,44,4,1,14418,Doctorate
0,60,2,3,3863,Uneducated
0,43,1,2,7939,High School
0,48,1,2,4077,Uneducated
0,40,3,2,3302,High School
0,31,0,3,14257,Graduate
0,31,0,2,15347,Graduate
0,35,3,6,4673,Graduate
0,45,3,3,2959,Graduate
0,35,3,1,2144,Unknown
0,30,0,2,4710,College
0,47,3,2,7584,Doctorate
0,49,4,6,4816,Unknown
0,48,3,3,4276,Doctorate
0,48,1,1,4228,Unknown
0,58,2,3,4196,High School
0,43,2,1,4496,Graduate
1,47,2,3,2479,Graduate
0,44,2,3,5039,Post-Graduate
0,54,3,2,4325,College
0,44,2,3,1132,Uneducated
0,31,1,1,4794,High School
0,45,3,2,1109,Graduate
0,36,3,2,2739,Graduate
0,35,3,3,2960,Graduate
0,40,3,3,4413,High School
0,54,2,2,7680,Unknown
1,40,3,2,1811,Graduate
0,48,2,2,4410,Unknown
0,48,1,1,4671,Graduate
1,52,3,3,2724,Doctorate
0,60,1,1,4542,Graduate
0,56,2,1,3527,Uneducated
0,40,4,2,4759,Post-Graduate
0,63,1,1,1405,High School
0,42,2,3,4377,College
0,41,3,3,3906,Graduate
0,51,3,2,2619,Doctorate
0,39,2,3,13671,Graduate
0,46,3,2,3162,Graduate
0,46,5,2,4087,High School
0,31,1,2,13142,Unknown
0,45,4,2,7377,College
0,33,1,1,2434,Uneducated
1,53,4,2,8417,Graduate
1,36,3,3,2491,Graduate
0,50,2,3,4793,Graduate
0,40,4,3,4216,Graduate
0,38,2,2,14474,Graduate
0,52,2,3,4354,Unknown
0,51,3,3,4544,High School
0,52,3,2,4528,High School
0,57,1,2,4770,High School
0,53,3,3,14381,Uneducated
0,45,0,4,4808,High School
0,46,2,1,4177,High School
0,55,1,2,1504,Doctorate
0,46,5,2,3536,High School
0,50,3,3,2987,High School
0,48,4,2,5266,Unknown
0,51,4,1,4690,High School
0,52,3,3,7509,Graduate
0,47,3,4,4735,Graduate
0,42,3,2,14626,Graduate
0,43,4,3,1939,High School
0,43,3,4,2119,Doctorate
0,39,1,1,8271,Uneducated
0,51,1,3,7481,Uneducated
0,43,4,4,4591,College
1,36,2,3,9338,Unknown
0,44,2,2,4254,Uneducated
0,50,1,2,4275,Uneducated
0,44,3,3,906,Graduate
0,43,1,3,1575,Graduate
0,40,3,1,1804,Graduate
0,61,0,2,1755,Uneducated
0,49,2,3,7468,Graduate
0,47,2,1,3651,Uneducated
0,49,2,3,4288,High School
1,59,1,4,2508,Graduate
0,42,3,3,4430,High School
0,47,5,5,3493,Graduate
0,40,4,2,3721,College
0,47,4,3,1403,Graduate
0,43,3,3,4116,Unknown
0,43,2,3,8947,College
0,51,1,2,1131,Unknown
0,33,1,2,2962,College
0,48,1,1,4336,Graduate
0,50,1,2,7969,High School
0,38,2,3,1399,Graduate
0,59,1,2,3527,High School
0,45,4,1,8356,Graduate
1,30,1,1,8759,Graduate
1,45,4,3,2216,Graduate
0,47,2,3,4388,Post-Graduate
1,49,3,3,1832,Unknown
0,58,3,1,1135,Graduate
0,34,0,1,1868,Graduate
0,41,1,2,4897,Graduate
0,45,1,3,1779,Uneducated
0,40,3,3,4187,Uneducated
0,51,3,4,4526,High School
0,48,2,1,4674,High School
0,60,1,2,1786,Graduate
0,46,5,1,4763,High School
0,49,4,3,13174,High School
0,48,2,1,1360,High School
0,32,1,2,4355,High School
0,53,1,6,3795,Graduate
0,50,3,3,4488,Unknown
0,43,4,1,4282,Graduate
0,46,2,3,4683,Unknown
0,58,1,3,4553,High School
1,55,2,6,2719,Graduate
0,52,2,3,4853,Graduate
1,37,2,2,2596,Unknown
0,58,3,3,1724,Graduate
0,53,0,2,4399,High School
1,54,3,2,2047,College
0,55,2,3,1584,Graduate
0,43,3,2,1510,Unknown
0,50,4,2,15338,High School
0,46,2,2,4427,Graduate
0,46,4,2,13159,Uneducated
0,51,2,3,4927,High School
0,60,1,2,4673,Uneducated
0,58,2,3,14465,Doctorate
0,50,2,2,4735,Graduate
0,58,0,3,1649,Post-Graduate
0,40,2,2,1777,High School
0,47,4,2,1931,Unknown
0,42,5,3,1238,Unknown
0,26,1,3,2266,Unknown
0,58,3,2,4431,High School
0,45,5,3,4596,High School
0,26,0,2,2253,High School
1,65,2,0,2288,Graduate
0,44,3,2,4780,Graduate
0,47,4,2,2851,Unknown
0,54,1,3,1566,Post-Graduate
0,55,1,2,2996,Uneducated
0,43,4,3,1232,Graduate
0,52,4,1,1470,Graduate
0,59,0,2,4251,College
0,48,2,3,3667,Graduate
1,57,3,3,2299,Unknown
0,52,5,2,4104,Graduate
0,43,3,1,1395,Unknown
0,45,2,1,4550,Post-Graduate
0,36,3,2,1981,High School
0,52,1,2,4890,Unknown
0,52,1,2,8087,Uneducated
0,41,2,2,5369,Graduate
0,45,4,3,14709,High School
0,42,3,2,4277,Unknown
0,33,3,3,4203,High School
0,38,3,2,4306,Post-Graduate
0,48,1,3,13991,Graduate
0,38,1,2,1646,Graduate
0,30,1,1,2768,Graduate
0,50,4,1,15473,Post-Graduate
0,50,2,2,15060,College
0,31,0,2,17744,High School
0,46,4,3,4588,High School
0,48,3,2,4026,Graduate
0,43,3,1,4482,College
0,54,2,2,2600,Post-Graduate
0,60,1,2,13609,Uneducated
0,42,5,3,1164,Uneducated
0,37,2,2,2780,High School
0,47,2,1,4006,Unknown
0,52,2,1,1616,Graduate
0,45,3,1,14314,College
0,46,3,3,4275,Doctorate
0,49,3,1,14515,Graduate
0,53,3,2,4812,Graduate
0,53,5,4,15290,Graduate
0,38,1,2,15349,High School
0,42,4,3,4306,Unknown
0,54,5,1,4667,Unknown
1,40,3,2,8528,Graduate
0,49,3,2,4846,Graduate
0,40,4,3,5087,High School
0,53,3,1,8241,Graduate
1,62,0,2,2112,High School
0,54,2,3,3817,College
0,37,4,2,2013,Graduate
0,41,2,1,1258,Uneducated
0,45,2,3,3885,Graduate
0,45,3,4,4803,Graduate
0,55,4,3,4035,Graduate
0,45,4,5,5168,College
0,45,3,1,3560,Unknown
1,43,1,2,1973,Graduate
0,35,2,3,4725,Graduate
0,49,1,3,2139,College
0,33,3,3,12429,Unknown
0,56,1,1,1543,Graduate
0,44,4,1,3834,Post-Graduate
0,52,3,1,7249,Uneducated
0,47,3,3,3369,High School
0,46,3,3,1287,Doctorate
0,53,4,2,1587,Graduate
1,43,3,2,8104,Uneducated
0,38,1,3,1200,Graduate
0,52,1,1,4515,High School
0,59,0,3,1861,Unknown
0,38,2,1,4769,Graduate
0,45,3,2,4301,College
0,49,3,3,4110,Graduate
0,46,2,2,1419,Post-Graduate
0,41,3,1,3058,Graduate
0,52,2,1,3707,College
0,33,2,1,1765,College
1,40,4,2,2373,Doctorate
0,59,1,2,5350,Graduate
0,43,1,3,4780,Graduate
0,40,4,3,3941,Uneducated
0,55,1,2,4387,High School
1,44,4,3,2971,High School
0,38,3,3,4322,Unknown
0,50,0,1,4525,Post-Graduate
0,47,3,3,1452,Uneducated
0,63,2,2,1188,Graduate
0,39,3,1,3566,Graduate
0,29,0,4,2775,Uneducated
0,46,2,2,4866,Post-Graduate
0,53,1,2,4755,High School
1,47,2,3,2388,Doctorate
0,57,4,3,1501,High School
0,52,2,2,4389,Unknown
0,45,5,2,4759,Uneducated
0,63,1,3,1870,High School
1,46,5,4,2225,Uneducated
1,40,2,1,2134,College
0,55,3,1,1175,Graduate
0,48,5,2,5016,Unknown
0,52,3,3,4956,Unknown
0,46,4,3,4092,Uneducated
0,34,3,1,2179,High School
0,40,4,3,14134,High School
0,27,0,2,4513,Graduate
0,44,4,2,3383,College
0,43,3,3,1013,Graduate
0,50,4,2,15214,High School
0,46,2,3,4874,Graduate
0,45,2,3,1321,Uneducated
1,40,3,2,2323,Graduate
1,48,3,3,8325,Post-Graduate
0,46,5,3,3539,Unknown
0,51,2,3,3553,Uneducated
1,52,2,3,2213,High School
0,38,3,3,3607,Graduate
0,40,2,3,4010,Graduate
0,47,5,1,4570,Graduate
0,52,4,3,14973,Graduate
1,38,2,1,2752,High School
0,44,2,3,3948,Graduate
0,55,2,3,3153,Doctorate
0,34,3,1,2141,Uneducated
0,40,4,3,4453,Post-Graduate
1,47,2,3,1682,High School
0,40,2,1,4584,Graduate
0,56,3,3,4610,Uneducated
1,57,4,2,9040,Unknown
0,41,1,1,1329,Graduate
0,31,1,3,2109,College
0,37,2,2,4087,High School
0,43,1,2,5848,College
0,46,2,1,3281,High School
0,32,0,2,1538,High School
0,29,0,1,2336,Post-Graduate
1,44,2,3,2227,High School
0,42,2,1,14557,Unknown
0,46,3,3,4025,Graduate
1,51,2,3,1907,Uneducated
0,55,3,3,7345,College
0,40,1,2,4309,High School
0,53,2,1,4812,Graduate
0,60,0,1,1618,Uneducated
0,45,3,4,4014,Unknown
0,39,4,1,2593,Graduate
1,40,3,2,2729,Graduate
0,49,4,2,14374,Graduate
0,61,0,2,1339,Graduate
0,31,2,2,2789,Uneducated
0,56,3,2,1220,College
1,33,1,3,2254,Graduate
0,60,1,3,1169,Unknown
0,55,2,2,1473,Uneducated
0,41,3,6,3943,Graduate
0,37,2,6,13970,Graduate
0,49,2,2,4457,High School
1,46,2,2,1968,High School
0,44,1,1,4014,Graduate
0,54,2,3,14103,Uneducated
1,44,4,3,2316,Doctorate
0,40,5,2,3368,Unknown
0,47,2,2,14381,Uneducated
0,50,3,5,4338,Graduate
0,49,3,1,3777,Unknown
0,39,5,3,3647,Graduate
0,36,1,3,2369,High School
0,41,2,1,4204,Post-Graduate
0,32,1,3,3007,Graduate
0,31,0,3,2411,Uneducated
1,54,0,3,2538,High School
0,50,2,3,14703,High School
0,28,0,2,2395,College
0,59,0,1,5066,Unknown
0,52,5,2,4258,Doctorate
0,61,1,3,3440,Graduate
1,48,4,2,2306,Doctorate
0,55,2,2,3681,Doctorate
0,65,0,2,2229,Unknown
0,52,3,2,4434,Uneducated
0,31,1,1,14731,High School
0,49,2,2,3592,College
0,37,4,3,2878,Graduate
1,41,2,2,2245,High School
0,42,4,1,8502,Graduate
1,38,2,3,2600,Uneducated
0,55,2,1,1966,College
0,55,4,2,8295,Unknown
0,32,0,3,2501,Graduate
0,53,1,3,2199,Graduate
0,51,4,2,1405,High School
1,40,2,2,1633,Post-Graduate
0,34,3,1,4634,Uneducated
1,44,4,3,2287,Graduate
1,58,1,4,715,Uneducated
0,35,2,3,3015,High School
0,41,3,2,7971,Graduate
0,51,1,1,3783,Unknown
0,56,3,3,4970,Graduate
0,45,4,2,14393,College
0,49,4,2,4678,Graduate
0,44,1,2,3632,Unknown
0,53,3,3,1609,Doctorate
1,61,1,2,3121,High School
0,42,3,2,5212,Graduate
0,40,4,3,3672,Graduate
0,40,4,2,4702,Uneducated
0,47,2,1,4279,High School
0,43,1,2,1569,Unknown
1,41,2,2,2362,Graduate
0,53,3,2,5489,Graduate
0,41,4,4,4775,High School
0,41,3,1,4038,High School
0,40,4,3,1999,College
1,51,1,3,2839,Graduate
0,38,1,3,2503,Graduate
0,45,2,2,4604,Uneducated
0,41,2,1,13730,High School
1,42,4,2,1841,College
1,50,2,2,2131,College
0,50,1,1,2298,Uneducated
0,43,3,2,4656,Graduate
1,50,3,2,1872,Uneducated
0,26,0,3,2473,Unknown
0,45,3,3,4103,Graduate
0,48,3,1,4705,Unknown
0,46,3,2,4719,College
0,40,3,2,1469,High School
1,35,0,3,7712,Doctorate
1,54,1,1,1632,Unknown
0,52,3,1,14426,Graduate
0,44,3,2,3550,Graduate
0,52,3,1,5047,Uneducated
0,35,1,0,4840,High School
1,38,2,3,2812,High School
0,45,3,3,4175,Graduate
0,42,4,3,7471,High School
0,47,2,3,4643,High School
0,49,4,2,3768,Unknown
1,48,3,3,2790,High School
1,46,4,3,2488,Unknown
0,40,3,1,14512,Uneducated
1,41,3,2,9102,Doctorate
0,31,0,2,5155,High School
1,47,3,3,2736,High School
0,49,3,2,4185,Graduate
0,52,0,3,1102,Uneducated
0,40,3,3,3891,Graduate
0,28,0,1,1822,Post-Graduate
0,39,3,3,3659,High School
0,39,2,3,3046,High School
0,52,0,3,3487,Unknown
1,54,1,2,2239,College
0,47,4,3,3188,Uneducated
0,52,2,3,3992,Unknown
0,44,3,3,4961,Doctorate
0,65,1,3,2429,Uneducated
0,48,2,3,4004,Uneducated
0,38,3,1,5125,Graduate
0,46,2,2,3703,Post-Graduate
0,43,4,1,4098,Graduate
0,37,2,2,4287,High School
0,43,3,1,14545,Graduate
0,39,2,3,4050,Uneducated
0,40,4,2,4001,Unknown
0,45,2,1,8423,Graduate
0,49,2,3,8220,Graduate
0,42,3,2,5103,College
0,53,1,3,4657,Graduate
0,38,4,3,1731,Graduate
0,61,1,4,4141,College
0,43,0,2,4894,High School
0,51,2,3,4684,Graduate
0,56,2,3,1535,College
0,42,1,3,4199,Uneducated
1,49,3,3,9192,Uneducated
0,54,3,1,4401,Post-Graduate
0,48,4,1,14224,Unknown
0,38,3,2,7385,College
0,55,2,3,3705,Graduate
0,31,0,1,15738,High School
0,34,3,1,1817,Uneducated
0,31,0,1,1912,Graduate
0,54,3,3,1615,Uneducated
0,49,5,3,4213,Graduate
0,61,1,2,2066,Doctorate
0,47,4,2,4272,Post-Graduate
0,52,1,2,3913,Unknown
0,64,0,3,1420,Graduate
0,58,2,2,16401,Post-Graduate
1,55,1,2,888,High School
0,47,2,2,1330,Graduate
0,34,3,1,1544,College
0,39,3,3,4157,College
0,32,1,3,2637,Unknown
0,43,5,1,4191,Uneducated
1,51,2,3,940,Uneducated
0,37,1,2,1680,Graduate
0,54,2,4,4155,Doctorate
0,48,3,2,4926,High School
0,37,3,4,2595,Unknown
0,46,1,2,1767,Uneducated
0,54,2,1,4880,Doctorate
0,56,2,3,1741,Doctorate
0,54,2,3,15190,Graduate
0,53,2,2,4952,Graduate
0,59,0,3,4338,Graduate
0,47,4,1,1387,Doctorate
0,50,2,2,1861,Graduate
0,47,1,3,7729,Unknown
1,47,4,4,2400,Post-Graduate
0,44,3,2,3309,Graduate
0,50,3,3,3659,High School
